lat,long,alt,temp2m,humidity,precip,atm,wind,m.fapar,Campo_Rupestre,Cerrado_lato_sensu,Floresta_de_Terra_Firme,Floresta_Estacional_Semidecidual,Floresta_Ombrofila_Densa,Restinga,Savana_Estepica,Floresta_de_Igapo,Floresta_de_Varzea,Campo_de_Varzea,Campo_de_Altitude,Vegetacao_Sobre_Afloramentos_Rochosos,Savana_Amazonica,Campinarana,Campo_Limpo,Floresta_Estacional_Decidual,Floresta_Estacional_Perenifolia,Floresta_Ombrofila_Mista,Palmeiral,Manguezal
61,44,1060.15,17.51,82.46,4.86,32.9,72.37,119.1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0
61,45,810.85,18.19,79.75,4.5,32.9,60.07,108.58,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0
61,46,895.17,18.18,78.88,4.3,32.9,53.23,99.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
61,47,911.21,18.02,79.63,4.35,32.9,59.31,114.98,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1
61,48,940.26,18.16,81.92,4.59,32.9,76.9,108.36,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
61,49,163.04,19.03,85.34,4.86,32.9,100.62,140.94,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
61,50,13.21,20.7,85.16,5.25,32.9,108.37,139.64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
61,51,7.84,21.79,84.41,5.14,32.9,106.26,123.22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
62,37,161.68,21.69,76.69,4.77,32.9,76.59,111.25,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0
62,39,398.73,20.51,77.71,5.07,32.9,69.76,120.19,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0
62,40,493.02,19.85,78.89,5.14,32.9,66.93,112.58,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0
62,41,546.84,19.2,79.48,5.14,32.9,62.35,112.05,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
62,42,817.55,18.35,80.33,5.09,32.9,55.58,108.22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
62,43,1087.38,17.43,81.59,5,32.9,50.4,107.42,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
62,44,1051.9,16.88,82.75,4.91,32.9,49.65,115.68,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
62,46,804.49,18.02,78.97,4.37,32.9,52.85,108.2,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
62,47,879.22,17.79,80.11,4.56,32.9,58.88,103.97,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
62,48,893.13,17.86,83.77,4.99,32.9,72.65,102.8,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1
62,49,21.42,19.67,87.05,5.34,32.9,97.2,139.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
63,39,637.01,19.68,79.16,5.25,32.65,49.42,132.83,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,40,726.21,18.88,80.29,5.31,32.65,52.24,114.16,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
63,41,732.55,18.5,80.31,5.3,32.65,46.92,107.81,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0
63,42,913.68,17.73,80.99,5.2,32.65,43.3,106.79,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
63,43,1034.7,16.72,82.43,5.07,32.65,41.46,114.01,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0
63,44,887.68,16.59,83.06,4.97,32.65,36.42,111.83,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0
63,46,790.66,17.61,80.76,4.46,32.65,58.13,108.73,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0
63,47,864.71,17.72,82.27,4.64,32.65,64.18,111.32,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0
63,48,729.96,18.15,85.16,4.93,32.65,76.69,125.55,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0
63,49,14.36,20.39,84.77,4.96,32.65,91.89,127.98,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0
64,39,553.76,19.64,79.16,5.27,32.65,37.71,131.99,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
64,40,474.63,19.16,79.6,5.33,32.65,40.9,117.72,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0
64,42,875.54,17.83,80.38,5.24,32.65,28.33,108.49,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
64,43,1178.98,16.65,81.94,5.12,32.65,23.39,104.07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64,44,926.24,16.44,82.9,5.04,32.65,17.46,112.82,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0
64,45,1045.59,16.41,82.69,4.68,32.65,28.66,110.11,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
64,46,668.95,17.21,82.81,4.55,32.65,49.42,119.69,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
64,48,259.9,18.71,84.65,4.66,32.65,75.89,141.34,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0
64,49,21.2,20.95,81.69,4.64,32.65,85.09,133.07,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0
65,40,389.7,19.59,78.74,5.29,32.4,57.31,111.17,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0
65,41,571.75,19.07,78.93,5.29,32.4,49.68,112.57,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0
65,42,531.4,18.37,79.34,5.21,32.4,38.12,114.3,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0
65,43,658.4,17.65,80.09,5.1,32.4,28.53,115.67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
65,44,780.18,16.91,81.58,5.05,32.4,23.09,107.14,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1
65,45,910.43,16.28,82.98,4.74,32.4,24.4,102.37,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
65,46,662.08,16.72,83.73,4.6,32.4,35.44,115.57,0,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0
65,47,369.36,17.34,84.37,4.53,32.4,54.9,122.25,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,48,374.69,18.26,84.05,4.49,32.4,61.33,139.64,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,49,43.46,20.55,80.48,4.48,32.4,71.51,142.27,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1
66,37,250.72,20.09,78.21,5.08,32.4,73.83,106,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
66,39,465.41,19.14,79.12,5.16,32.4,67.04,95.26,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,42,684.99,18.05,79.91,5.18,32.4,51.88,101.49,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0
66,43,688.26,17.76,79.96,5.07,32.4,42.18,106.19,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
66,44,819.88,16.94,81.14,5,32.4,36.48,110.69,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0
66,45,972.27,16.22,83.14,4.75,32.4,23.02,105.66,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
66,46,904.08,15.8,83.86,4.63,32.4,18.5,104.86,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1
66,47,846.55,16.13,83.93,4.52,32.4,14.82,116.49,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0
66,48,583.46,17.46,83.1,4.4,32.4,25.28,126.74,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
66,49,84.21,19.82,80.29,4.32,32.4,42.75,134.28,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,0
67,42,677.92,17.61,80.35,5.07,32.15,49.88,100.4,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
67,47,1146.77,15.99,82.4,4.46,32.15,349.24,100.65,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0
67,48,181.93,17.96,80.87,4.17,32.15,22.07,137.01,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
67,49,38.06,20.21,79.5,4.06,32.15,48.85,125.22,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0
68,34,94.81,20.52,74.4,4.59,32.15,106.59,81.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
68,39,388.93,18.55,78.78,5,32.15,72.88,97.74,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
68,41,468.93,18.01,80.01,4.95,32.15,57.61,104.89,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
68,43,590.28,17.37,80.78,4.86,32.15,32.27,116.03,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
68,44,735.61,16.82,80.93,4.82,32.15,28.25,115.85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
68,45,911.39,15.91,82.77,4.71,32.15,13.37,109.61,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0
68,46,1019.18,15.77,83.09,4.64,32.15,356.05,102.51,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0
68,47,221.89,17.14,81.95,4.39,32.15,29.85,113.84,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,48,82.47,19.46,80.17,4.05,32.15,62.9,111.83,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
69,33,68.93,20.21,73.61,4.27,31.86,108.86,81.22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,40,334.18,18.39,79.71,4.86,31.86,74.01,114.04,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
69,43,354.81,18.29,80.37,4.57,31.86,49.97,132.18,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
69,44,460.77,17.82,80.01,4.53,31.86,36.56,129.47,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
69,45,806.96,16.8,81.82,4.5,31.86,22.83,111.44,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0
69,46,756.06,17.03,82.58,4.47,31.86,32.96,112.22,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0
69,47,22.55,18.52,82.15,4.32,31.86,70.53,116.03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
70,32,78.23,19.77,72.93,4,31.86,107.15,83.94,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
70,35,94.99,19.43,74.64,4.25,31.86,104.36,89.24,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
70,36,105.48,19.15,75.98,4.41,31.86,102.06,91.38,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
70,39,174.53,18.51,79.57,4.69,31.86,94.59,113.71,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
70,41,127.73,18.55,80.06,4.64,31.86,93.3,118.4,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0
70,42,84.45,18.69,79.89,4.48,31.86,101.97,113.57,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
70,44,74.62,18.93,80.07,4.18,31.86,96.33,109.43,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
70,45,81.72,18.32,80.95,4.17,31.86,73.19,123.28,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
70,46,48.71,18.66,81.98,4.19,31.86,65.85,125.5,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0
71,39,177.91,18.31,78.41,4.46,31.57,102.13,103.88,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
71,41,70.39,18.48,79.67,4.46,31.57,101.49,101.25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,42,145.72,18.38,80.16,4.32,31.57,105.42,110.18,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
71,43,101,18.61,80.43,4.1,31.57,108.51,114.36,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0
71,44,64.14,19.33,80.55,3.95,31.57,102.92,97.1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
71,45,37.08,19.43,79.98,3.8,31.57,86.44,90.46,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
71,46,9.26,19.68,81.31,3.8,31.57,73.32,81.25,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
72,35,200.68,18.02,75.76,4.01,31.57,102.8,105.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
72,39,239.34,17.56,78.06,4.27,31.57,99.33,118.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,40,297.57,17.83,78.76,4.32,31.57,102.2,113.31,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0
72,41,353.1,17.87,79.7,4.34,31.57,102.5,115.73,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
72,42,126.3,18.01,80.22,4.23,31.57,102.12,114.85,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
72,43,110.61,18.48,80.24,4.03,31.57,100.64,103.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
72,44,8.19,19.44,80.21,3.89,31.57,97.69,79.52,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0
73,38,253.48,17.33,78.41,4.05,31.28,94.41,108.93,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
73,40,337.45,17.19,79.47,4.17,31.28,96.32,115.95,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0
73,41,372.07,17.47,80.32,4.18,31.28,100.11,113.18,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
73,43,15.3,18.9,80.11,3.79,31.28,97.29,90.76,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,39,220.84,17.17,78.22,3.92,31.28,90.36,104.87,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
74,40,176.97,17.14,79.38,3.96,31.28,93.31,119.81,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
74,41,143.45,17.53,79.97,3.93,31.28,96.24,112.24,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0
74,42,21.53,18.21,80.37,3.75,31.28,96.8,92.89,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
75,40,155.99,17.53,78.95,3.74,31,93.49,112.68,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
75,42,3.95,18.4,80.16,3.63,31,92.87,86.24,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0
78,40,14.98,17.18,81.6,3.6,30.67,91.25,80.79,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0
